TransactionAmount,TransactionDate,TransactionType,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,hour,day_of_week,days_since_last,TransactionType_enc,Channel_enc,anomaly,anomaly_score,reasons
427.0,2023-07-31 17:04:29,Credit,Branch,163,1,8253.65,2024-11-04 08:07:30,17,0,462,0,1,1,0.08966436477563833,[]
443.68,2023-04-25 18:58:32,Debit,ATM,137,1,874.15,2024-11-04 08:10:26,18,1,559,1,0,1,0.08436559937285965,[]
101.76,2023-02-20 17:27:24,Debit,Branch,26,1,6043.25,2024-11-04 08:11:08,17,0,623,1,1,1,0.11578643786125087,[]
67.57,2023-08-17 16:44:38,Debit,Branch,107,1,2766.12,2024-11-04 08:11:15,16,3,445,1,1,1,0.14334903570070479,[]
326.29,2023-12-06 17:10:35,Debit,Online,179,1,8171.26,2024-11-04 08:10:44,17,2,334,1,2,1,0.09315044880707063,[]
158.56,2023-02-28 17:28:13,Debit,ATM,100,1,5401.21,2024-11-04 08:10:48,17,1,615,1,0,1,0.12688256093052758,[]
56.02,2023-06-19 17:50:29,Debit,Online,142,1,3548.02,2024-11-04 08:07:58,17,0,504,1,2,1,0.14085950629577676,[]
288.28,2023-01-17 17:11:24,Debit,Online,36,1,160.83,2024-11-04 08:06:33,17,1,657,1,2,1,0.0822482302083899,[]
245.67,2023-01-02 18:35:07,Credit,Branch,107,1,752.25,2024-11-04 08:07:45,18,0,672,0,1,1,0.012905392323885878,[]
152.18,2023-08-07 16:57:22,Credit,Online,176,4,2459.84,2024-11-04 08:10:50,16,0,455,0,2,-1,-0.01659894276640761,['High login attempts (4)']
114.35,2023-11-27 16:16:19,Credit,Branch,21,1,469.12,2024-11-04 08:10:13,16,0,343,0,1,1,0.06737877469491393,[]
373.27,2023-07-18 18:03:03,Credit,Online,79,1,8441.61,2024-11-04 08:06:36,18,1,475,0,2,1,0.03654834892314329,[]
504.63,2023-11-13 17:07:10,Debit,Online,168,1,3806.16,2024-11-04 08:07:50,17,0,357,1,2,1,0.100434369138728,[]
126.22,2023-05-04 16:25:15,Debit,ATM,77,4,6133.41,2024-11-04 08:07:41,16,3,550,1,0,1,0.02098670545647252,[]
820.15,2023-12-18 16:33:01,Debit,Branch,181,1,8802.97,2024-11-04 08:10:34,16,0,322,1,1,1,0.06839682925421298,[]
986.81,2023-03-31 16:52:35,Credit,Online,127,1,14881.77,2024-11-04 08:09:09,16,4,584,0,2,-1,-0.04319388566632898,['Unusually large amount ($986.81)']
8.37,2023-01-12 16:21:27,Debit,ATM,135,1,1106.34,2024-11-04 08:11:23,16,3,662,1,0,1,0.09464125185794381,[]
197.49,2023-07-03 16:36:45,Credit,Online,30,1,5005.33,2024-11-04 08:06:40,16,0,490,0,2,1,0.0844432404041785,[]
637.97,2023-10-23 17:17:18,Debit,Branch,90,1,7949.03,2024-11-04 08:07:56,17,0,378,1,1,1,0.11784352656257441,[]
13.52,2023-05-15 16:51:28,Debit,ATM,65,1,259.77,2024-11-04 08:06:30,16,0,539,1,0,1,0.1347369996909077,[]
432.1,2023-03-20 16:28:17,Debit,ATM,240,1,2114.3,2024-11-04 08:10:16,16,0,595,1,0,1,0.10353738870674156,[]
375.17,2023-06-08 17:20:53,Debit,ATM,66,2,5495.3,2024-11-04 08:11:26,17,3,515,1,0,1,0.06766243948299033,[]
642.68,2023-02-17 16:57:11,Debit,Branch,94,1,8461.46,2024-11-04 08:08:38,16,4,626,1,1,1,0.07765263181607451,[]
78.44,2023-11-21 17:25:30,Credit,Online,292,1,6870.84,2024-11-04 08:10:39,17,1,349,0,2,1,0.02544443904643523,[]
139.72,2023-01-16 17:53:00,Debit,Branch,201,1,5058.83,2024-11-04 08:08:24,17,0,658,1,1,1,0.11218653776709159,[]
499.99,2023-08-02 16:01:17,Debit,Branch,296,1,8885.0,2024-11-04 08:09:05,16,2,460,1,1,1,0.06909968330872707,[]
10.07,2023-01-17 16:47:41,Debit,Online,49,1,530.81,2024-11-04 08:08:57,16,1,657,1,2,1,0.07925276054676644,[]
120.62,2023-02-27 16:37:11,Debit,ATM,85,1,9379.53,2024-11-04 08:06:39,16,0,616,1,0,1,0.11351854062058969,[]
578.49,2023-10-16 17:46:51,Debit,Branch,180,1,6475.13,2024-11-04 08:06:50,17,0,385,1,1,1,0.11972692384876632,[]
119.3,2023-08-28 16:08:54,Debit,Branch,22,5,319.04,2024-11-04 08:08:55,16,0,434,1,1,1,0.0011572230261818195,[]
280.92,2024-01-01 18:21:50,Debit,Online,168,1,5298.85,2024-11-04 08:06:41,18,0,308,1,2,1,0.056146977597257286,[]
42.42,2023-06-01 17:19:57,Debit,Online,102,1,490.57,2024-11-04 08:09:11,17,3,522,1,2,1,0.10596901927908586,[]
77.03,2023-06-19 16:57:53,Debit,ATM,259,1,11310.27,2024-11-04 08:08:06,16,0,504,1,0,1,0.07964850731805895,[]
22.59,2023-03-27 16:12:36,Debit,ATM,45,1,3988.75,2024-11-04 08:08:22,16,0,588,1,0,1,0.13776943137599862,[]
568.76,2023-10-09 16:48:50,Debit,ATM,155,1,7484.32,2024-11-04 08:12:09,16,0,392,1,0,1,0.12563842398406588,[]
25.94,2023-10-16 18:53:31,Credit,Online,211,5,4815.11,2024-11-04 08:06:38,18,0,385,0,2,-1,-0.0791463775067931,['High login attempts (5)']
105.94,2023-08-07 16:02:55,Debit,Branch,207,1,5963.1,2024-11-04 08:09:59,16,0,455,1,1,1,0.15387128320884336,[]
733.29,2023-03-15 18:42:16,Debit,ATM,94,5,10427.0,2024-11-04 08:07:12,18,2,600,1,0,-1,-0.07185422002374064,['High login attempts (5)']
350.15,2023-11-27 16:18:25,Credit,ATM,195,1,296.47,2024-11-04 08:08:37,16,0,343,0,0,1,0.0356366433961155,[]
1151.18,2023-08-25 17:26:27,Debit,ATM,105,1,1100.06,2024-11-04 08:07:02,17,4,437,1,0,1,0.022082186328005737,[]
183.67,2023-06-26 16:11:29,Debit,Online,238,1,910.26,2024-11-04 08:11:05,16,0,497,1,2,1,0.11176484475046566,[]
278.27,2023-04-10 16:47:55,Debit,Branch,123,1,6684.34,2024-11-04 08:09:58,16,0,574,1,1,1,0.15581689299000046,[]
470.3,2023-09-12 18:46:45,Debit,ATM,88,1,8524.09,2024-11-04 08:08:00,18,1,419,1,0,1,0.08314237767364524,[]
261.69,2023-11-27 17:29:25,Debit,ATM,84,1,5126.65,2024-11-04 08:09:09,17,0,343,1,0,1,0.13154105210313755,[]
365.04,2023-03-06 16:29:57,Debit,Branch,94,1,873.89,2024-11-04 08:12:08,16,0,609,1,1,1,0.1370934197703531,[]
211.1,2023-09-14 16:58:48,Debit,Branch,136,1,7059.77,2024-11-04 08:07:01,16,3,417,1,1,1,0.14286050290058028,[]
21.49,2023-05-04 16:51:17,Debit,ATM,240,1,11991.24,2024-11-04 08:08:08,16,3,550,1,0,1,0.06533150000094856,[]
63.58,2023-09-11 17:43:14,Debit,ATM,199,1,8086.04,2024-11-04 08:11:56,17,0,420,1,0,1,0.1232292797973552,[]
321.86,2023-07-24 16:25:51,Debit,ATM,167,1,12626.49,2024-11-04 08:06:35,16,0,469,1,0,1,0.10467640274221324,[]
12.11,2023-12-12 16:17:27,Debit,Branch,127,1,1730.28,2024-11-04 08:07:10,16,1,328,1,1,1,0.12364927965264577,[]
642.54,2023-05-10 18:49:20,Debit,Branch,28,1,3143.17,2024-11-04 08:10:37,18,2,544,1,1,1,0.07318759385677487,[]
210.45,2023-12-11 16:47:05,Debit,ATM,146,1,1242.49,2024-11-04 08:06:24,16,0,329,1,0,1,0.12385927163248034,[]
313.65,2023-01-30 16:08:07,Credit,Branch,173,1,1886.36,2024-11-04 08:10:49,16,0,644,0,1,1,0.07727580051700833,[]
99.76,2023-08-07 16:21:37,Debit,Branch,131,1,416.89,2024-11-04 08:06:26,16,0,455,1,1,1,0.15050140595918282,[]
115.32,2023-07-25 17:24:07,Debit,Branch,113,1,5929.08,2024-11-04 08:08:36,17,1,468,1,1,1,0.15092118560162432,[]
33.61,2023-08-21 17:25:00,Debit,Online,72,1,479.08,2024-11-04 08:08:40,17,0,441,1,2,1,0.1189537446861681,[]
498.59,2023-01-30 16:20:26,Credit,Online,32,1,5862.99,2024-11-04 08:06:58,16,0,644,0,2,1,0.04897125046558726,[]
98.81,2023-09-04 16:48:13,Debit,Branch,91,1,797.1,2024-11-04 08:08:11,16,0,427,1,1,1,0.15533022611102137,[]
1.87,2023-10-20 18:34:41,Debit,ATM,147,1,7287.94,2024-11-04 08:09:48,18,4,381,1,0,1,0.05527392700910683,[]
78.92,2023-06-15 18:57:42,Credit,Online,95,1,5624.86,2024-11-04 08:08:28,18,3,508,0,2,1,0.033991026789587986,[]
194.29,2023-01-23 16:05:42,Credit,Branch,10,1,2988.41,2024-11-04 08:08:57,16,0,651,0,1,1,0.06364415603524509,[]
28.73,2023-10-31 16:11:57,Debit,ATM,185,1,2712.96,2024-11-04 08:08:37,16,1,370,1,0,1,0.1196613257657661,[]
105.53,2023-06-16 16:36:20,Debit,Online,88,1,1433.66,2024-11-04 08:10:14,16,4,507,1,2,1,0.09796096587589204,[]
737.34,2023-03-20 17:45:22,Debit,Online,34,1,7336.56,2024-11-04 08:08:06,17,0,595,1,2,1,0.08500949246051426,[]
237.86,2023-02-06 17:48:39,Debit,ATM,210,1,475.63,2024-11-04 08:10:20,17,0,637,1,0,1,0.09338080658581266,[]
409.61,2023-07-26 16:05:48,Debit,Branch,89,1,11698.15,2024-11-04 08:10:16,16,2,467,1,1,1,0.1091066190209834,[]
75.53,2023-08-21 17:36:05,Credit,Online,157,1,1034.35,2024-11-04 08:07:11,17,0,441,0,2,1,0.07762609475029814,[]
72.75,2023-05-01 16:30:03,Debit,ATM,15,1,12042.79,2024-11-04 08:07:19,16,0,553,1,0,1,0.08866568782521012,[]
39.11,2023-09-01 18:05:37,Debit,Online,143,1,518.54,2024-11-04 08:08:27,18,4,430,1,2,1,0.05165055520599848,[]
1309.79,2023-03-06 16:33:43,Debit,ATM,139,1,1258.93,2024-11-04 08:11:14,16,0,609,1,0,1,0.024698088320034062,[]
729.38,2023-11-14 17:23:43,Debit,ATM,90,1,9127.65,2024-11-04 08:08:16,17,1,356,1,0,1,0.08723063403875686,[]
137.49,2023-07-26 16:54:08,Debit,ATM,50,1,4471.05,2024-11-04 08:07:04,16,2,467,1,0,1,0.14477149904249342,[]
504.71,2023-04-10 18:27:51,Debit,Online,61,1,6214.54,2024-11-04 08:08:37,18,0,574,1,2,1,0.08155977769129297,[]
371.47,2023-05-30 16:15:10,Credit,Branch,58,1,1187.04,2024-11-04 08:07:09,16,1,524,0,1,1,0.08846086266361375,[]
430.35,2023-02-20 17:23:03,Debit,Online,205,1,354.9,2024-11-04 08:10:51,17,0,623,1,2,1,0.09204594657480453,[]
230.32,2023-05-15 18:15:33,Debit,Branch,56,1,791.46,2024-11-04 08:08:34,18,0,539,1,1,1,0.1163213496008959,[]
121.71,2023-09-05 17:02:23,Debit,ATM,140,1,5878.89,2024-11-04 08:11:23,17,1,426,1,0,1,0.13872104707851268,[]
98.87,2023-01-03 17:51:07,Debit,Online,179,1,533.2,2024-11-04 08:06:58,17,1,671,1,2,1,0.06894645293251,[]
117.55,2023-05-19 16:35:07,Debit,ATM,35,1,897.94,2024-11-04 08:11:13,16,4,535,1,0,1,0.09688700339811263,[]
244.64,2023-02-21 18:41:39,Debit,Branch,103,1,9159.56,2024-11-04 08:06:53,18,1,622,1,1,1,0.07865595130698477,[]
321.93,2023-12-04 18:27:11,Debit,ATM,12,1,4392.73,2024-11-04 08:07:51,18,0,336,1,0,1,0.058404067970964646,[]
1092.73,2023-01-23 17:24:29,Debit,Branch,11,1,1390.98,2024-11-04 08:07:50,17,0,651,1,1,1,0.02599765261424103,[]
283.23,2023-02-06 16:48:45,Debit,Online,98,1,2008.77,2024-11-04 08:07:38,16,0,637,1,2,1,0.12642939832854538,[]
346.65,2024-01-01 16:17:13,Debit,Online,60,1,6356.96,2024-11-04 08:06:58,16,0,308,1,2,1,0.10632030750378701,[]
381.62,2023-01-27 16:40:28,Debit,Online,164,1,6009.12,2024-11-04 08:11:46,16,4,647,1,2,1,0.07059892718857674,[]
388.65,2023-02-21 16:02:33,Debit,ATM,43,1,7896.85,2024-11-04 08:08:15,16,1,622,1,0,1,0.09994001431308541,[]
29.22,2023-07-06 18:16:05,Debit,ATM,151,1,1649.43,2024-11-04 08:09:03,18,3,487,1,0,1,0.09692611555731923,[]
46.75,2023-07-31 17:37:31,Debit,Branch,150,1,2840.43,2024-11-04 08:09:20,17,0,462,1,1,1,0.14929612462873987,[]
348.64,2023-06-09 17:12:09,Debit,Online,128,1,3274.96,2024-11-04 08:11:22,17,4,514,1,2,1,0.1067760831193928,[]
319.17,2023-01-11 16:58:02,Debit,Online,81,1,6501.56,2024-11-04 08:08:49,16,2,663,1,2,1,0.09460946902632311,[]
73.95,2023-11-03 16:39:45,Debit,ATM,76,1,363.92,2024-11-04 08:07:22,16,4,367,1,0,1,0.09030739706579033,[]
389.63,2023-02-16 16:20:06,Debit,Online,99,1,9748.48,2024-11-04 08:08:55,16,3,627,1,2,1,0.08783255107504051,[]
217.61,2023-03-16 17:36:31,Debit,ATM,45,1,1404.53,2024-11-04 08:10:08,17,3,599,1,0,1,0.11152626564526158,[]
199.84,2023-01-16 16:01:34,Debit,ATM,150,1,706.44,2024-11-04 08:09:14,16,0,658,1,0,1,0.10222630544106259,[]
56.35,2023-02-09 16:09:00,Debit,ATM,75,1,5095.73,2024-11-04 08:07:36,16,3,634,1,0,1,0.11443214225571452,[]
248.95,2023-06-16 16:19:35,Credit,Branch,29,1,3059.79,2024-11-04 08:09:32,16,4,507,0,1,1,0.04962027409957637,[]
142.58,2023-06-19 16:20:51,Debit,ATM,145,1,7844.23,2024-11-04 08:06:46,16,0,504,1,0,1,0.14835350932697738,[]
1020.73,2023-07-24 16:42:06,Debit,ATM,87,1,1119.61,2024-11-04 08:11:32,16,0,469,1,0,1,0.06624644192729778,[]
84.34,2023-06-08 16:27:56,Debit,Online,248,3,5313.97,2024-11-04 08:09:31,16,3,515,1,2,1,0.022642139389228766,[]
1607.55,2023-09-07 16:27:03,Debit,ATM,156,1,6227.99,2024-11-04 08:07:33,16,3,424,1,0,1,0.02032479761396755,[]
333.78,2023-11-30 17:53:48,Debit,ATM,98,1,6810.94,2024-11-04 08:07:50,17,3,340,1,0,1,0.11664904459498304,[]
332.59,2023-07-13 17:50:13,Debit,Online,143,1,1457.07,2024-11-04 08:09:05,17,3,480,1,2,1,0.11965443814414783,[]
236.81,2023-10-26 16:59:55,Debit,Branch,15,1,813.68,2024-11-04 08:07:18,16,3,375,1,1,1,0.11296220294569415,[]
417.8,2023-06-26 16:21:14,Credit,Branch,130,1,1518.82,2024-11-04 08:09:17,16,0,497,0,1,1,0.10262493243981907,[]
319.27,2023-08-07 16:54:58,Debit,ATM,150,1,10269.78,2024-11-04 08:12:18,16,0,455,1,0,1,0.12707757160290317,[]
384.1,2023-05-24 18:32:58,Debit,Branch,172,1,672.79,2024-11-04 08:11:42,18,2,530,1,1,1,0.08881279517123936,[]
820.62,2023-03-03 17:18:59,Credit,Branch,158,1,6024.8,2024-11-04 08:07:28,17,4,612,0,1,1,0.015555978175746388,[]
474.77,2023-12-25 16:28:20,Credit,Online,50,1,2158.59,2024-11-04 08:08:36,16,0,315,0,2,1,0.05661277580639057,[]
542.72,2023-09-04 18:37:57,Credit,Branch,92,1,6011.8,2024-11-04 08:08:53,18,0,427,0,1,1,0.04791543402986653,[]
79.8,2023-12-22 17:17:34,Debit,ATM,76,1,6372.58,2024-11-04 08:06:48,17,4,318,1,0,1,0.08251366274384181,[]
46.24,2023-03-13 16:05:46,Debit,Branch,52,1,2569.56,2024-11-04 08:07:24,16,0,602,1,1,1,0.148994324114892,[]
327.8,2023-11-23 17:44:29,Debit,ATM,54,1,10585.48,2024-11-04 08:09:18,17,3,347,1,0,1,0.07622296399831496,[]
445.79,2023-07-07 17:19:39,Debit,ATM,161,1,717.99,2024-11-04 08:12:05,17,4,486,1,0,1,0.09352719432020928,[]
55.89,2023-08-17 16:54:30,Debit,Online,150,1,3689.65,2024-11-04 08:11:33,16,3,445,1,2,1,0.12129179791756062,[]
158.41,2023-02-09 16:28:58,Debit,Branch,16,1,1512.16,2024-11-04 08:10:03,16,3,634,1,1,1,0.09030201241699226,[]
101.19,2023-11-29 18:38:41,Credit,Online,75,1,14389.45,2024-11-04 08:09:44,18,2,341,0,2,-1,-0.012532206844779181,['Statistical outlier across multiple factors']
827.14,2023-01-17 17:25:13,Debit,Branch,265,4,9800.21,2024-11-04 08:08:14,17,1,657,1,1,-1,-0.03689527201388876,['High login attempts (4)']
61.97,2023-05-22 18:45:23,Debit,ATM,95,1,7014.69,2024-11-04 08:10:47,18,0,532,1,0,1,0.10498037917863745,[]
27.21,2023-06-14 16:34:54,Debit,ATM,102,1,3520.61,2024-11-04 08:06:49,16,2,509,1,0,1,0.14395574865722138,[]
173.74,2023-09-08 17:48:22,Debit,Online,64,1,4913.42,2024-11-04 08:11:52,17,4,423,1,2,1,0.10507076598743254,[]
176.11,2023-08-10 16:48:55,Debit,Branch,105,1,9155.35,2024-11-04 08:10:30,16,3,452,1,1,1,0.12905255326736004,[]
88.4,2023-11-10 18:02:07,Debit,Online,174,1,2567.53,2024-11-04 08:09:41,18,4,360,1,2,1,0.04631392493060127,[]
567.92,2023-06-20 16:27:07,Debit,Online,14,1,3779.47,2024-11-04 08:12:12,16,1,503,1,2,1,0.09766723819123851,[]
138.11,2023-12-11 17:29:02,Credit,Online,104,1,4177.65,2024-11-04 08:07:04,17,0,329,0,2,1,0.07078188238665661,[]
456.93,2023-09-26 16:18:33,Credit,Branch,193,1,7284.76,2024-11-04 08:09:29,16,1,405,0,1,1,0.07500220225995835,[]
101.42,2023-04-25 17:00:15,Debit,Online,146,1,6530.59,2024-11-04 08:12:22,17,1,559,1,2,1,0.12376984357772958,[]
300.61,2023-05-01 17:21:46,Debit,Online,51,1,7895.54,2024-11-04 08:11:56,17,0,553,1,2,1,0.1269785430235978,[]
265.94,2023-06-05 16:11:07,Debit,Online,132,1,6781.3,2024-11-04 08:06:37,16,0,518,1,2,1,0.14735299746580788,[]
345.54,2023-01-24 16:05:40,Debit,Online,50,1,2091.78,2024-11-04 08:11:09,16,1,650,1,2,1,0.1056902556704451,[]
411.52,2023-01-10 17:40:16,Debit,ATM,88,1,11108.39,2024-11-04 08:09:13,17,1,664,1,0,1,0.07087760829142586,[]
111.21,2023-08-21 18:36:41,Debit,Branch,111,1,9088.36,2024-11-04 08:12:12,18,0,441,1,1,1,0.10817347632182112,[]
316.37,2023-08-28 17:34:17,Debit,ATM,86,1,4671.69,2024-11-04 08:08:00,17,0,434,1,0,1,0.14406268352762963,[]
260.63,2023-12-20 18:58:27,Debit,Branch,142,1,7534.73,2024-11-04 08:08:49,18,2,320,1,1,1,0.07663777483737222,[]
92.36,2023-03-27 16:48:34,Debit,ATM,144,1,6353.14,2024-11-04 08:07:55,16,0,588,1,0,1,0.1395139531327838,[]
262.06,2023-09-11 16:09:15,Debit,Branch,118,1,13587.52,2024-11-04 08:10:23,16,0,420,1,1,1,0.11577430395725291,[]
64.5,2023-08-17 18:32:19,Debit,ATM,230,1,1351.24,2024-11-04 08:08:31,18,3,445,1,0,1,0.06922402006701478,[]
253.55,2023-01-11 16:56:58,Debit,ATM,85,5,2797.26,2024-11-04 08:09:12,16,2,663,1,0,-1,-0.019025650435049446,['High login attempts (5)']
408.28,2023-03-15 16:33:09,Credit,Branch,125,3,1222.77,2024-11-04 08:10:10,16,2,600,0,1,1,0.020996678250410405,[]
175.94,2023-06-05 16:16:13,Debit,ATM,89,1,3728.04,2024-11-04 08:07:11,16,0,518,1,0,1,0.15643275357771108,[]
199.47,2023-08-14 16:26:38,Debit,Online,142,1,6067.44,2024-11-04 08:07:22,16,0,448,1,2,1,0.14973944906192327,[]
51.07,2023-01-23 18:06:58,Debit,Branch,133,1,4292.16,2024-11-04 08:12:12,18,0,651,1,1,1,0.09194559133303948,[]
435.86,2023-12-29 17:17:48,Debit,ATM,134,1,3801.82,2024-11-04 08:09:18,17,4,311,1,0,1,0.08031142960721127,[]
74.73,2023-01-30 17:17:38,Credit,Branch,162,1,6353.22,2024-11-04 08:08:26,17,0,644,0,1,1,0.0701497567807865,[]
182.79,2023-10-25 16:21:15,Credit,Online,14,1,1251.85,2024-11-04 08:06:54,16,2,376,0,2,1,0.059510522268567234,[]
628.36,2023-01-20 16:09:37,Debit,Online,108,1,11869.71,2024-11-04 08:07:32,16,4,654,1,2,1,0.029955164364241837,[]
268.39,2023-02-21 18:13:02,Debit,Online,177,1,9409.43,2024-11-04 08:11:45,18,1,622,1,2,1,0.04358849254291808,[]
362.27,2023-05-11 16:36:38,Debit,ATM,47,1,6003.59,2024-11-04 08:07:35,16,3,543,1,0,1,0.13345458723693476,[]
560.15,2023-08-14 18:01:36,Credit,Online,92,1,817.83,2024-11-04 08:10:51,18,0,448,0,2,1,0.029166794391774054,[]
351.99,2023-06-12 16:58:04,Debit,ATM,45,2,3663.64,2024-11-04 08:11:23,16,0,511,1,0,1,0.0873702320799149,[]
132.36,2023-03-13 17:01:57,Debit,Branch,160,1,319.65,2024-11-04 08:10:05,17,0,602,1,1,1,0.13047526557639794,[]
24.77,2023-11-01 16:55:58,Credit,Online,17,1,478.23,2024-11-04 08:07:20,16,2,369,0,2,1,0.03612309076920228,[]
668.67,2023-11-07 17:38:05,Debit,Online,143,4,13446.81,2024-11-04 08:06:29,17,1,363,1,2,-1,-0.04270884913454631,['High login attempts (4)']
80.24,2023-05-19 17:28:42,Credit,Branch,58,1,8012.81,2024-11-04 08:12:13,17,4,535,0,1,1,0.06172690200843389,[]
8.65,2023-11-20 16:28:19,Debit,ATM,198,1,4201.22,2024-11-04 08:11:35,16,0,350,1,0,1,0.11783595616915055,[]
178.91,2023-03-15 16:37:04,Debit,ATM,19,1,8870.89,2024-11-04 08:07:06,16,2,600,1,0,1,0.0988913314833671,[]
115.22,2023-12-08 17:05:33,Debit,Branch,108,1,906.2,2024-11-04 08:09:07,17,4,332,1,1,1,0.0901884192932566,[]
161.63,2023-12-25 16:32:44,Debit,Online,276,1,9286.37,2024-11-04 08:08:21,16,0,315,1,2,1,0.057263638849897824,[]
542.75,2023-12-07 18:28:50,Credit,Branch,63,1,2224.08,2024-11-04 08:08:27,18,3,333,0,1,1,0.012058283472386022,[]
317.47,2023-05-01 17:31:34,Credit,Online,16,1,14639.28,2024-11-04 08:07:58,17,0,553,0,2,1,0.012828748543522672,[]
280.99,2023-02-20 18:03:01,Debit,Branch,29,1,9733.59,2024-11-04 08:07:24,18,0,623,1,1,1,0.05134062037590437,[]
24.19,2023-02-08 17:33:08,Debit,ATM,28,1,2756.2,2024-11-04 08:07:26,17,2,635,1,0,1,0.10024763153383187,[]
586.85,2023-08-15 16:57:27,Debit,ATM,86,1,6655.15,2024-11-04 08:12:18,16,1,447,1,0,1,0.12486825181977085,[]
372.41,2023-06-19 18:12:16,Debit,ATM,143,1,3233.87,2024-11-04 08:06:34,18,0,504,1,0,1,0.11381958087861971,[]
63.17,2023-07-25 18:28:57,Debit,ATM,148,1,1676.57,2024-11-04 08:07:18,18,1,468,1,0,1,0.09916090856418358,[]
383.69,2023-10-31 17:06:08,Debit,Online,285,1,8371.11,2024-11-04 08:10:03,17,1,370,1,2,1,0.06955441833105724,[]
247.17,2023-05-22 17:58:55,Credit,Branch,149,1,2611.64,2024-11-04 08:07:43,17,0,532,0,1,1,0.11470620871280796,[]
48.78,2023-08-11 16:43:41,Credit,Branch,136,1,552.06,2024-11-04 08:10:11,16,4,451,0,1,1,0.04301072244213511,[]
4.15,2023-10-19 16:34:39,Credit,Branch,119,1,6017.36,2024-11-04 08:09:48,16,3,382,0,1,1,0.06972080369108213,[]
60.99,2023-08-01 17:14:17,Debit,Branch,58,1,7281.46,2024-11-04 08:07:51,17,1,461,1,1,1,0.148126504790267,[]
408.19,2023-12-15 16:48:08,Debit,Branch,241,1,6847.47,2024-11-04 08:08:29,16,4,325,1,1,1,0.05312859383721702,[]
524.6,2023-04-07 17:37:34,Debit,Branch,76,1,13017.7,2024-11-04 08:09:46,17,4,577,1,1,1,0.06669736324602149,[]
108.96,2023-10-10 18:12:07,Debit,ATM,247,1,7597.66,2024-11-04 08:06:40,18,1,391,1,0,1,0.046959383874980665,[]
70.03,2023-12-18 18:34:33,Debit,Branch,49,1,7330.31,2024-11-04 08:07:55,18,0,322,1,1,1,0.08532930439044628,[]
124.84,2023-09-22 17:44:42,Debit,Online,79,1,6711.78,2024-11-04 08:11:28,17,4,409,1,2,1,0.11043393923028938,[]
324.04,2023-07-05 16:49:05,Debit,ATM,30,1,2248.06,2024-11-04 08:08:07,16,2,488,1,0,1,0.1288719363859006,[]
39.69,2023-04-24 17:16:27,Debit,Online,163,1,3524.68,2024-11-04 08:07:44,17,0,560,1,2,1,0.13455635417759287,[]
157.7,2023-12-01 17:29:15,Credit,Branch,46,1,8332.58,2024-11-04 08:11:00,17,4,339,0,1,1,0.02460128141534912,[]
81.27,2023-11-07 16:36:34,Credit,Online,68,1,1814.48,2024-11-04 08:10:47,16,1,363,0,2,1,0.08711726269918996,[]
193.82,2023-04-20 17:52:46,Debit,Branch,176,1,3886.77,2024-11-04 08:12:09,17,3,564,1,1,1,0.1270853796857232,[]
16.73,2023-11-30 17:48:36,Debit,Online,165,1,7591.13,2024-11-04 08:08:04,17,3,340,1,2,1,0.0899713756805165,[]
474.05,2023-08-10 18:30:37,Debit,ATM,214,1,1484.31,2024-11-04 08:10:46,18,3,452,1,0,1,0.06172544849752781,[]
39.21,2023-05-10 16:15:31,Debit,ATM,245,4,9385.57,2024-11-04 08:11:52,16,2,544,1,0,1,0.005218949281487473,[]
637.75,2023-07-24 16:07:05,Debit,Branch,152,1,4202.92,2024-11-04 08:08:51,16,0,469,1,1,1,0.1396102147424108,[]
153.59,2023-05-04 17:43:59,Credit,Branch,174,1,4813.12,2024-11-04 08:09:43,17,3,550,0,1,1,0.07243130487993643,[]
186.6,2023-10-25 16:03:16,Debit,Branch,139,1,9716.68,2024-11-04 08:10:37,16,2,376,1,1,1,0.13430694288608724,[]
644.08,2023-05-08 17:29:00,Debit,Online,55,1,1980.62,2024-11-04 08:07:18,17,0,546,1,2,1,0.11053246785129656,[]
226.66,2023-12-27 18:55:13,Debit,Branch,168,1,10216.25,2024-11-04 08:07:45,18,2,313,1,1,1,0.04530281374508738,[]
305.0,2023-10-12 17:20:30,Debit,ATM,222,1,944.83,2024-11-04 08:06:50,17,3,389,1,0,1,0.10056013093937133,[]
233.1,2023-01-16 17:28:48,Credit,Branch,37,1,7469.2,2024-11-04 08:11:39,17,0,658,0,1,1,0.06575126627606431,[]
793.13,2023-05-10 16:38:07,Debit,Online,76,1,13389.16,2024-11-04 08:09:45,16,2,544,1,2,1,0.04896757622708525,[]
224.19,2023-09-21 16:42:38,Debit,ATM,93,1,8475.47,2024-11-04 08:07:34,16,3,410,1,0,1,0.1265868035864291,[]
214.83,2023-03-20 18:12:30,Credit,ATM,63,1,991.69,2024-11-04 08:11:45,18,0,595,0,0,1,0.022512047299145688,[]
163.46,2023-09-08 17:09:54,Credit,Branch,111,1,6953.8,2024-11-04 08:11:32,17,4,423,0,1,1,0.061486783931684275,[]
194.99,2023-12-01 17:01:30,Debit,Branch,91,1,1370.03,2024-11-04 08:07:50,17,4,339,1,1,1,0.1011638506002197,[]
23.4,2023-02-08 18:27:49,Debit,ATM,175,4,14851.28,2024-11-04 08:07:14,18,2,635,1,0,-1,-0.09072428748966832,['High login attempts (4)']
